,Gene name,Gene type,Gene description
2538,MTND4P9,unprocessed_pseudogene,MT-ND4 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:42226]
2539,PIEZO1P2,unprocessed_pseudogene,piezo type mechanosensitive ion channel component 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42861]
2540,REXO1L12P,processed_pseudogene,"REXO1 like 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:44435]"
2541,,processed_pseudogene,extra spindle pole bodies homolog 1 (S. cerevisiae)  (ESPL1) pseudogene
2542,RNA5SP383,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 383 [Source:HGNC Symbol;Acc:HGNC:43283]"
2543,,unprocessed_pseudogene,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3 family member pseudogene"
2544,STAU2P1,processed_pseudogene,STAU2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55011]
2545,HNRNPA1P25,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:39543]
2546,,processed_pseudogene,ribosomal protein S27 (RPS27) pseudogene
2547,PPATP2,processed_pseudogene,phosphoribosyl pyrophosphate amidotransferase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48738]
2548,TTC3P1,processed_pseudogene,tetratricopeptide repeat domain 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23318]
2549,HNRNPDLP3,processed_pseudogene,HNRNPDL pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:48754]
2550,FCF1P9,transcribed_processed_pseudogene,FCF1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:44621]
2551,RPS29P28,processed_pseudogene,ribosomal protein S29 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:36830]
2552,TEX101P1,processed_pseudogene,TEX101 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55030]
2553,STIP1P3,processed_pseudogene,stress induced phosphoprotein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49554]
2554,OR7E85P,unprocessed_pseudogene,olfactory receptor family 7 subfamily E member 85 pseudogene [Source:HGNC Symbol;Acc:HGNC:14692]
2555,KAT7P1,processed_pseudogene,KAT7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55026]
2556,B3GNT2P1,processed_pseudogene,B3GNT2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51316]
2557,BNIP3P41,transcribed_processed_pseudogene,BCL2 interacting protein 3 pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:49721]
2558,IGHVII-28-1,IG_V_pseudogene,immunoglobulin heavy variable (II)-28-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5675]
2559,COX5AP2,processed_pseudogene,cytochrome c oxidase subunit 5A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20005]
2560,RPS29P2,processed_pseudogene,ribosomal protein S29 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31083]
2561,,processed_pseudogene,"solute carrier family 33 (acetyl-CoA transporter), member 1 (SLC33A1) pseudogene"
2562,,processed_pseudogene,StAR-related lipid transfer (START) domain containing 3 (STARD3) pseudogene
2563,,processed_pseudogene,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) (ITGA3) pseudogene"
2564,RNA5SP385,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 385 [Source:HGNC Symbol;Acc:HGNC:43285]"
2565,,unprocessed_pseudogene,acyl-CoA synthetase medium-chain family member 1 (ACSM1) pseudogene
2566,RAB5CP1,processed_pseudogene,"RAB5C, member RAS oncogene family pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45104]"
2567,,processed_pseudogene,pseudogene similar to part of LIM and senescent cell antigen-like domains 2 (LIMS2)
2568,NDUFA8P1,processed_pseudogene,NADH:ubiquinone oxidoreductase subunit A8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52264]
2569,CAPZA1P3,processed_pseudogene,CAPZA1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:54564]
2570,VDAC1P1,processed_pseudogene,voltage dependent anion channel 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12671]
2571,TRAJ8,TR_J_pseudogene,T cell receptor alpha joining 8 [Source:HGNC Symbol;Acc:HGNC:12096]
2572,RPL6P29,processed_pseudogene,ribosomal protein L6 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:36382]
2573,WBP11P3,processed_pseudogene,WBP11 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:54789]
2574,,unprocessed_pseudogene,X antigen family (XAGE) pseudogene
2575,USP37P1,processed_pseudogene,USP37 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55020]
2576,,processed_pseudogene,"scavenger receptor class B, member 1 (SCARB1) pseudogene"
2577,,processed_pseudogene,ring finger protein 34 (RNF34) pseudogene
2578,RPS7P14,processed_pseudogene,ribosomal protein S7 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36602]
2579,FOXN3P2,processed_pseudogene,FOXN3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54995]
2580,,processed_pseudogene,zinc finger protein 486 (ZNF486) pseudogene
2581,ATG4AP1,processed_pseudogene,autophagy related 4A cysteine peptidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44081]
2582,,processed_pseudogene,ribosomal protein L35 (RPL35) pseudogene
2583,,processed_pseudogene,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa (VAPA) pseudogene"
2584,BUD31P2,processed_pseudogene,BUD31 homolog pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51562]
2585,PAICSP7,processed_pseudogene,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:38100]"
2586,RPSAP8,processed_pseudogene,ribosomal protein SA pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:31462]
2587,OR6E1P,unprocessed_pseudogene,olfactory receptor family 6 subfamily E member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14739]
2588,,transcribed_unprocessed_pseudogene,von Willebrand factor A domain containing 5B (VWA5B2) pseudogene
2589,MTCO3P42,processed_pseudogene,MT-CO3 pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:52145]
2590,DDX11L17,unprocessed_pseudogene,DEAD/H-box helicase 11 like 17 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:55080]
2591,RPS13P3,processed_pseudogene,ribosomal protein S13 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:36866]
2592,,processed_pseudogene,"adenosine deaminase, RNA-specific, B1 (ADARB1) pseudogene"
2593,UBTFL10,processed_pseudogene,UBTF like 10 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50287]
2594,MRPS22P1,processed_pseudogene,mitochondrial ribosomal protein S22 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29757]
2595,ANKRD33BP7,unprocessed_pseudogene,ANKRD33B pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:56299]
2596,NF1P3,unprocessed_pseudogene,neurofibromin 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:7766]
2597,TRIM53BP,unprocessed_pseudogene,"tripartite motif containing 53B, pseudogene [Source:HGNC Symbol;Acc:HGNC:37144]"
2598,,processed_pseudogene,glyceraldehyde-3-phosphate dehydrogenase (GAPDH) pseudogene
2599,PPP6R2P1,unprocessed_pseudogene,protein phosphatase 6 regulatory subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39605]
2600,FRG2MP,processed_pseudogene,"FSHD region gene 2 family member M, pseudogene [Source:HGNC Symbol;Acc:HGNC:51799]"
2601,RNF19BPX,processed_pseudogene,ring finger protein 19B pseudogene X-linked [Source:HGNC Symbol;Acc:HGNC:38484]
2602,ANKRD20A18P,unprocessed_pseudogene,"ankyrin repeat domain 20 family member A18, pseudogene [Source:HGNC Symbol;Acc:HGNC:23756]"
2603,RNA5SP488,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 488 [Source:HGNC Symbol;Acc:HGNC:43388]"
2604,ERLEC1P1,processed_pseudogene,endoplasmic reticulum lectin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38012]
2605,POMPP1,processed_pseudogene,POMP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55007]
2606,BRAFP1,unprocessed_pseudogene,BRAF pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18615]
2607,MS4A19P,unprocessed_pseudogene,"membrane spanning 4-domains A19, pseudogene [Source:HGNC Symbol;Acc:HGNC:53877]"
2608,,transcribed_processed_pseudogene,zinc finger protein pseudogene
2609,NUDT19P2,processed_pseudogene,NUDT19 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43586]
2610,DNAJA1P6,processed_pseudogene,DnaJ heat shock protein family (Hsp40) member A1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39342]
2611,,processed_pseudogene,SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae) (SUMO1) pseudogene
2612,SERBP1P4,processed_pseudogene,SERPINE1 mRNA binding protein 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44631]
2613,USP12PX,processed_pseudogene,USP12 pseudogene X-linked [Source:HGNC Symbol;Acc:HGNC:21410]
2614,PDK1P2,processed_pseudogene,PDK1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55004]
2615,PCBP2P1,processed_pseudogene,poly(rC) binding protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8649]
2616,HSPA8P11,processed_pseudogene,heat shock protein family A (Hsp70) member 8 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:44926]
2617,,processed_pseudogene,inositol-3-phosphate synthase 1 (ISYNA1) pseudogene
2618,ST13P18,processed_pseudogene,"ST13, Hsp70 interacting protein pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:38861]"
2619,SPA17P1,transcribed_processed_pseudogene,sperm autoantigenic protein 17 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23224]
2620,ACTR3P2,processed_pseudogene,ACTR3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38676]
2621,KRT18P11,processed_pseudogene,keratin 18 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:6431]
2622,,unprocessed_pseudogene,synaptotagmin 15 (SYT15) pseudogene
2623,KPNB1P1,processed_pseudogene,KPNB1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55029]
2624,MRPS16P2,processed_pseudogene,mitochondrial ribosomal protein S16 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16541]
2625,DLGAP5P2,processed_pseudogene,DLGAP5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55016]
2626,KIF4CP,processed_pseudogene,"kinesin family member 4C, pseudogene [Source:HGNC Symbol;Acc:HGNC:13340]"
2627,OOEPP1,processed_pseudogene,OOEP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54933]
2628,HMGB1P32,processed_pseudogene,high mobility group box 1 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:39123]
2629,MTND3P24,unprocessed_pseudogene,MT-ND3 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:52170]
2630,RPS29P11,processed_pseudogene,ribosomal protein S29 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:36413]
2631,,unprocessed_pseudogene,megakaryocyte-associated tyrosine kinase (MATK) pseudogene
2632,RPL36P4,processed_pseudogene,ribosomal protein L36 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:16569]
2633,FER1L4,transcribed_unitary_pseudogene,fer-1 like family member 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:15801]
2634,EEF1A1P40,processed_pseudogene,eukaryotic translation elongation factor 1 alpha 1 pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:37918]
2635,GTF3C6P1,processed_pseudogene,GTF3C6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55023]
2636,TRAPPC13P1,processed_pseudogene,trafficking protein particle complex 13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50347]
2637,REXO1L10P,processed_pseudogene,"REXO1 like 10, pseudogene [Source:HGNC Symbol;Acc:HGNC:44433]"
2638,,unprocessed_pseudogene,"pseudogene similar to part of SLC9A2 (solute carrier family 9 (sodium\/hydrogen exchanger), isoform 2)"
2639,CSGALNACT2P1,processed_pseudogene,CSGALNACT2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55033]
2640,H3P46,processed_pseudogene,H3 histone pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:54474]
2641,GLRX5P1,processed_pseudogene,GLRX5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55062]
2642,HK2P1,processed_pseudogene,hexokinase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4924]
2643,ATP5MC2P4,processed_pseudogene,ATP synthase membrane subunit c locus 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42188]
2644,,processed_pseudogene,coiled-coil domain containing 58 (CCDC58) pseudogene
2645,CBLL1P1,processed_pseudogene,CBLL1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55074]
2646,PGAM1P6,processed_pseudogene,phosphoglycerate mutase 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:42453]
2647,,processed_pseudogene,"CTAGE family, member 5 (CTAGE5) pseudogene"
2648,,processed_pseudogene,keratin associated protein 5-11 (KRTAP5-11) pseudogene
2649,,transcribed_processed_pseudogene,cell death-inducing DFFA-like effector c (CIDEC) pseudogene
2650,RPL7P12,processed_pseudogene,ribosomal protein L7 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36611]
2651,,transcribed_processed_pseudogene,small nuclear ribonucleoprotein N (SNRPN) pseudogene
2652,FARSBP1,processed_pseudogene,FARSB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45115]
2653,,processed_pseudogene,pseudogene similar to part of ribosomal protein L21 (RPL21)
2654,EEF1DP6,processed_pseudogene,eukaryotic translation elongation factor 1 delta pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:51456]
2655,BRDTP1,processed_pseudogene,bromodomain testis associated pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51447]
2656,LRRFIP2P1,processed_pseudogene,LRRFIP2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54992]
2657,NDUFA5P7,processed_pseudogene,NADH:ubiquinone oxidoreductase subunit A5 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:48849]
2658,,processed_pseudogene,zinc finger protein 265 (ZNF265) pseudogene
2659,HNRNPDLP1,processed_pseudogene,HNRNPDL pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48752]
2660,C3orf49P1,processed_pseudogene,C3orf49 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55036]
2661,VDAC1P3,processed_pseudogene,voltage dependent anion channel 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37478]
2662,XRCC6P5,processed_pseudogene,X-ray repair cross complementing 6 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:45187]
2663,UQCRBP1,processed_pseudogene,ubiquinol-cytochrome c reductase binding protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12583]
2664,RAB5CP2,processed_pseudogene,"RAB5C, member RAS oncogene family pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45106]"
2665,TERF1P4,processed_pseudogene,TERF1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38500]
2666,SERBP1P1,processed_pseudogene,SERPINE1 mRNA binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32247]
2667,CCNB1IP1P3,processed_pseudogene,cyclin B1 interacting protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37695]
2668,MKRN4P,processed_pseudogene,"makorin ring finger protein 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:7115]"
2669,NT5DC1P1,processed_pseudogene,NT5DC1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55018]
2670,,processed_pseudogene,POM121 transmembrane nucleoporin C (POM121C) pseudogene
2671,,processed_pseudogene,zinc finger protein family pseudogene
2672,,processed_pseudogene,cytochrome c oxidase subunit VIa polypeptide 1 (COX6A1) pseudogene
2673,RPL7P24,processed_pseudogene,ribosomal protein L7 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:36715]
2674,,processed_pseudogene,selenophosphate synthetase 1 (SEPHS1) pseudogene
2675,CTSLP1,unprocessed_pseudogene,cathepsin L pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2539]
2676,RPS3AP5,processed_pseudogene,RPS3A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:23744]
2677,EIF5AP4,processed_pseudogene,eukaryotic translation initiation factor 5A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:31442]
2678,PPIAP30,processed_pseudogene,peptidylprolyl isomerase A pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:44878]
2679,FAM133CP,processed_pseudogene,"family with sequence similarity 133 member C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44190]"
2680,SERPINA7P1,unprocessed_pseudogene,serpin family A member 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44398]
2681,RPL34P36,processed_pseudogene,RPL34 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:55008]
2682,RANBP1P1,processed_pseudogene,RANBP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54908]
2683,AP2B1P1,processed_pseudogene,AP2B1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55017]
2684,HMGN1P11,processed_pseudogene,high mobility group nucleosome binding domain 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:39355]
2685,,processed_pseudogene,pseudogene similar to part of heat shock 10kDa protein 1 (chaperonin 10) (HSPE1)
2686,RPL37P1,processed_pseudogene,ribosomal protein L37 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16337]
2687,RPS7P9,processed_pseudogene,ribosomal protein S7 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36998]
2688,,unprocessed_pseudogene,vomeronasal 1 receptor 1 (VN1R1) pseudogene
2689,,processed_pseudogene,transmembrane protein 56 (TMEM56) pseudogene
2690,RSU1P3,processed_pseudogene,Ras suppressor protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44392]
2691,,unprocessed_pseudogene,pseudogene similar to part of WEE1 homolog (WEE1)
2692,ZNF519P4,processed_pseudogene,zinc finger protein 519 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:50788]
2693,WARS2P1,processed_pseudogene,tryptophanyl tRNA synthetase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45116]
2694,,processed_pseudogene,cathepsin B (CTSB) pseudogene
2695,MARK2P16,processed_pseudogene,microtubule affinity regulating kinase 2 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:45171]
2696,SNRPD2P1,processed_pseudogene,small nuclear ribonucleoprotein D2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31459]
2697,EIF2S2P3,processed_pseudogene,eukaryotic translation initiation factor 2 subunit 2 beta pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31664]
2698,NPAP1P3,processed_pseudogene,nuclear pore associated protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45020]
2699,,processed_pseudogene,pseudogene similar to part of ring finger protein 3 (RNF3)
2700,UNC93B7,unprocessed_pseudogene,unc-93 homolog B7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:44036]
2701,MTND4LP22,unprocessed_pseudogene,MT-ND4L pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:42256]
2702,,processed_pseudogene,zinc finger protein 709 (ZNF709) pseudogene
2703,RAC1P2,processed_pseudogene,Rac family small GTPase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31414]
2704,PPIAP79,processed_pseudogene,peptidylprolyl isomerase A pseudogene 79 [Source:HGNC Symbol;Acc:HGNC:53703]
2705,RPL37AP1,processed_pseudogene,ribosomal protein L37a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16548]
2706,PDZPH1P,transcribed_unitary_pseudogene,"PDZ and pleckstrin homology domains 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:51488]"
2707,OR7E35P,unprocessed_pseudogene,olfactory receptor family 7 subfamily E member 35 pseudogene [Source:HGNC Symbol;Acc:HGNC:8408]
2708,,unprocessed_pseudogene,Rho GTPase activating protein 20 (ARHGAP20) pseudogene
2709,MTCO1P22,processed_pseudogene,MT-CO1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:52087]
2710,,processed_pseudogene,"T, brachyury homolog (mouse) (T) pseudogene"
2711,C1GALT1P2,processed_pseudogene,C1GALT1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51615]
2712,HMGB3P16,processed_pseudogene,high mobility group box 3 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:39308]
2713,RPL34P18,processed_pseudogene,ribosomal protein L34 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:35968]
2714,MYCLP2,processed_pseudogene,MYCL pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48924]
2715,TATDN2P1,processed_pseudogene,TatD DNase domain containing 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39254]
2716,,processed_pseudogene,ubinuclein 1 (UBN1) pseudogene
2717,TIMM9P2,processed_pseudogene,TIMM9 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39929]
2718,METTL21AP1,processed_pseudogene,methyltransferase like 21A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41921]
2719,,processed_pseudogene,chromosome 10 open reading frame 129 (C10orf129) pseudogene
2720,MTCYBP45,processed_pseudogene,MT-CYB pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:52313]
2721,,processed_pseudogene,hypoxanthine phosphoribosyltransferase pseudogene 4
2722,OR4G6P,unprocessed_pseudogene,olfactory receptor family 4 subfamily G member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:15039]
2723,OR4G2P,transcribed_unprocessed_pseudogene,olfactory receptor family 4 subfamily G member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:8303]
2724,WASH3P,transcribed_unprocessed_pseudogene,"WASP family homolog 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:24362]"
2725,MTND4LP18,processed_pseudogene,MT-ND4L pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:42252]
2726,,processed_pseudogene,high-mobility group box 1 (HMGB1) pseudogene
2727,,processed_pseudogene,mitochondrially encoded cytochrome c oxidase I (MT-COI) pseudogene
2728,H3P34,processed_pseudogene,H3 histone pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:54467]
2729,,processed_pseudogene,ribosome binding factor A (putative) (RBFA) pseudogene
2730,,processed_pseudogene,"endogenous retroviral family W, env(C7), member 2"
2731,PPIAP46,transcribed_processed_pseudogene,peptidylprolyl isomerase A pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:53670]
2732,UFM1P3,processed_pseudogene,UFM1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:55148]
2733,CYP4F44P,unprocessed_pseudogene,"cytochrome P450 family 4 subfamily F member 44, pseudogene [Source:HGNC Symbol;Acc:HGNC:39957]"
2734,,processed_pseudogene,coiled-coil-helix-coiled-coil-helix domain containing 2 (CHCHD2) pseudogene
2735,DDX11L9,transcribed_unprocessed_pseudogene,DEAD/H-box helicase 11 like 9 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37109]
2736,,processed_pseudogene,pseudogene similar to part of nuclease sensitive element binding protein 1 (NSEP1)
2737,RPS3AP3,processed_pseudogene,RPS3A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16537]
2738,RPS27AP3,processed_pseudogene,RPS27A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16538]
2739,RPL21P90,processed_pseudogene,ribosomal protein L21 pseudogene 90 [Source:HGNC Symbol;Acc:HGNC:35548]
2740,DUSP8P1,processed_pseudogene,dual specificity phosphatase 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3075]
2741,,processed_pseudogene,SET domain and mariner transposase fusion gene (SETMAR) pseudogene
2742,RPL7AP41,processed_pseudogene,ribosomal protein L7a pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:36403]
2743,,processed_pseudogene,pseudogene similar to part of nucleotide binding protein NBP
2744,EIF4EBP2P1,processed_pseudogene,eukaryotic translation initiation factor 4E binding protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16596]
2745,RPL22P3,processed_pseudogene,ribosomal protein L22 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:36804]
2746,,processed_pseudogene,"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM6) pseudogene"
2747,VDAC1P13,processed_pseudogene,voltage dependent anion channel 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:50515]
2748,,processed_pseudogene,transmembrane protein 14C (TMEM14C) pseudogene
2749,MTCYBP16,processed_pseudogene,MT-CYB pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:51969]
2750,,unprocessed_pseudogene,chromosome 18 open reading frame 16 (C18orf16) pseudogene
2751,MTCYBP20,processed_pseudogene,MT-CYB pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:51973]
2752,GAPDHP30,processed_pseudogene,glyceraldehyde 3 phosphate dehydrogenase pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:37782]
2753,RPL27AP,processed_pseudogene,ribosomal protein L27a pseudogene [Source:HGNC Symbol;Acc:HGNC:16250]
2754,MFFP1,processed_pseudogene,MFF pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54537]
2755,PGAM1P11,processed_pseudogene,phosphoglycerate mutase 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42464]
2756,CBX3P7,processed_pseudogene,chromobox 3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:42879]
2757,MTMR12P1,transcribed_processed_pseudogene,MTMR12 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55888]
2758,HPRT1P3,processed_pseudogene,hypoxanthine phosphoribosyltransferase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:5161]
2759,,unprocessed_pseudogene,mmunoglobulin lambda variable pseudogene
2760,,processed_pseudogene,N-6 adenine-specific DNA methyltransferase 1 (putative) (N6AMT1) pseudogene
2761,,processed_pseudogene,proline-rich protein pseudogene
2762,BRIX1P1,processed_pseudogene,BRIX1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51527]
2763,HSPE1P14,processed_pseudogene,heat shock protein family E (Hsp10) member 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:49333]
2764,RPS2P52,processed_pseudogene,ribosomal protein S2 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:36059]
2765,,processed_pseudogene,Nuclear receptor coactivator 3 (NCoA-3) pseudogene
2766,RPL10AP3,processed_pseudogene,ribosomal protein L10a pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29803]
2767,ZNF317P1,processed_pseudogene,zinc finger protein 317 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31062]
2768,OR1M4P,unprocessed_pseudogene,olfactory receptor family 1 subfamily M member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:31244]
2769,,processed_pseudogene,variable charge X-linked protein pseudogene
2770,RPL35P4,processed_pseudogene,ribosomal protein L35 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36285]
